"","date","government_name","government_ID","petrol","diesel","bottled_water","treated_water","soap","laundry_powder","sanitary_napkins","cost_cubic_meter","exchange_rates","num_obs"
"318","2018-06-01","Sa'ada","YE22",375,377.5,100,250,100,80,450,1275,NA,24
"319","2018-06-01","Sana'a","YE23",375,375,90,120,100,80,400,1100,NA,39
"320","2018-06-01","Aden","YE24",327.5,332.5,100,125,100,120,450,2500,NA,10
"321","2018-06-01","Lahj","YE25",330,340,100,100,100,90.9090909090909,300,750,NA,14
"322","2018-06-01","Al Mahwit","YE27",375,375,96.6666666666667,NA,100,80,400,1700,NA,7
"323","2018-06-01","Amran","YE29",375,375,100,130,100,72.7272727272727,400,500,NA,17
"324","2018-06-01","Al Dhale'e","YE30",332.5,335,100,125,100,70,400,2500,NA,12
"325","2018-06-01","Socotra","YE32",235,230,100,NA,100,80,460,1000,NA,1
"326","2018-05-01","Ibb","YE11",370,370,60,NA,100,60,350,1500,NA,13
"327","2018-05-01","Sana'a City","YE13",365,365,70,110,100,60,365,1000,NA,84
"328","2018-05-01","Al Bayda","YE14",372.5,365,100,120,285,105,400,325,NA,2
"329","2018-05-01","Taizz","YE15",350,350,100,200,100,80,400,1050,NA,32
"330","2018-05-01","Al Jawf","YE16",290,350,100,260,260,121.428571428571,421.875,4166,NA,6
"331","2018-05-01","Hajjah","YE17",365,365,100,250,100,72.7272727272727,350,2500,NA,31
"332","2018-05-01","Al Hudaydah","YE18",372.5,370,100,150,100,70,305,1000,NA,26
"333","2018-05-01","Dhamar","YE20",365,365,80,100,90,75,240,2000,NA,3
"334","2018-05-01","Sa'ada","YE22",390,370,100,400,100,250,500,850,NA,29
"335","2018-05-01","Sana'a","YE23",370,370,100,200,100,80,360,1333,NA,12
"336","2018-05-01","Aden","YE24",315,320,100,200,100,100,300,1000,NA,17
"337","2018-05-01","Lahj","YE25",315,330,100,100,100,80,300,500,NA,14
"338","2018-05-01","Al Mahwit","YE27",367.5,367.5,80,NA,100,80,327.777777777778,2000,NA,6
"339","2018-05-01","Amran","YE29",375,370,90,200,100,70,350,340,NA,19
"340","2018-05-01","Al Dhale'e","YE30",320,330,100,200,150,100,350,1800,NA,25
"341","2018-05-01","Socotra","YE32",235,230,100,NA,100,70,420,1000,NA,1
"342","2018-04-01","Ibb","YE11",360,350,100,100,100,66.3636363636363,350,NA,NA,16
"343","2018-04-01","Sana'a City","YE13",360,355,57.5,110,80,60,347.5,NA,NA,79
"344","2018-04-01","Taizz","YE15",350,350,100,250,100,70,400,NA,NA,13
"345","2018-04-01","Al Jawf","YE16",300,355,NA,100,270,85,NA,NA,NA,3
"346","2018-04-01","Hajjah","YE17",365,360,100,200,80,90,350,NA,NA,23
"347","2018-04-01","Al Hudaydah","YE18",350,350,100,100,106.666666666667,80,350,NA,NA,33
"348","2018-04-01","Dhamar","YE20",357.5,352.5,NA,NA,NA,NA,NA,NA,NA,2
"349","2018-04-01","Sa'ada","YE22",370,380,80,130,125,90,385,NA,NA,45
"350","2018-04-01","Sana'a","YE23",370,370,80,150,125,90,370,NA,NA,11
"351","2018-04-01","Aden","YE24",290,315,100,250,142.857142857143,100,400,NA,NA,3
"352","2018-04-01","Lahj","YE25",290,290,100,200,142.857142857143,60,300,NA,NA,4
"353","2018-04-01","Al Mahwit","YE27",360,350,80,180,100,70.5,360,NA,NA,25
"354","2018-04-01","Amran","YE29",360,360,100,NA,214.285714285714,76.3636363636363,400,NA,NA,2
"355","2018-04-01","Al Dhale'e","YE30",315,310,100,200,100,80,500,NA,NA,11
"356","2018-04-01","Socotra","YE32",235,230,100,NA,100,70,400,NA,NA,1
