"","date","government_name","government_ID","petrol","diesel","bottled_water","treated_water","soap","laundry_powder","sanitary_napkins","cost_cubic_meter","exchange_rates","num_obs"
"325",NA,NA,"YE11",NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"326",NA,NA,"YE13",NA,NA,NA,NA,NA,NA,NA,NA,NA,114
"327",NA,NA,"YE14",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"328",NA,NA,"YE15",NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"329",NA,NA,"YE16",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"330",NA,NA,"YE17",NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"331",NA,NA,"YE18",NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"332",NA,NA,"YE22",NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"333",NA,NA,"YE23",NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"334",NA,NA,"YE24",NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"335",NA,NA,"YE25",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"336",NA,NA,"YE30",NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"337",NA,NA,"YE32",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"338",NA,NA,"YE11",NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"339",NA,NA,"YE13",NA,NA,NA,NA,NA,NA,NA,NA,NA,110
"340",NA,NA,"YE14",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"341",NA,NA,"YE15",NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"342",NA,NA,"YE16",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"343",NA,NA,"YE17",NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"344",NA,NA,"YE18",NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"345",NA,NA,"YE20",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"346",NA,NA,"YE22",NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"347",NA,NA,"YE23",NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"348",NA,NA,"YE24",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"349",NA,NA,"YE25",NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"350",NA,NA,"YE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"351",NA,NA,"YE29",NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"352",NA,NA,"YE30",NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"353",NA,NA,"YE32",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"354",NA,NA,"YE11",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"355",NA,NA,"YE13",NA,NA,NA,NA,NA,NA,NA,NA,NA,84
"356",NA,NA,"YE14",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"357",NA,NA,"YE15",NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"358",NA,NA,"YE16",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"359",NA,NA,"YE17",NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"360",NA,NA,"YE18",NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"361",NA,NA,"YE20",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"362",NA,NA,"YE22",NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"363",NA,NA,"YE23",NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"364",NA,NA,"YE24",NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"365",NA,NA,"YE25",NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"366",NA,NA,"YE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"367",NA,NA,"YE29",NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"368",NA,NA,"YE30",NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"369",NA,NA,"YE32",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"370",NA,NA,"YE11",NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"371",NA,NA,"YE13",NA,NA,NA,NA,NA,NA,NA,NA,NA,79
"372",NA,NA,"YE15",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"373",NA,NA,"YE16",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"374",NA,NA,"YE17",NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"375",NA,NA,"YE18",NA,NA,NA,NA,NA,NA,NA,NA,NA,33
"376",NA,NA,"YE20",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"377",NA,NA,"YE22",NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"378",NA,NA,"YE23",NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"379",NA,NA,"YE24",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"380",NA,NA,"YE25",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"381",NA,NA,"YE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"382",NA,NA,"YE29",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"383",NA,NA,"YE30",NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"384",NA,NA,"YE32",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
