"","date","government_name","government_ID","district_name","district_ID","petrol","diesel","bottled_water","treated_water","soap","laundry_powder","sanitary_napkins","cost_cubic_meter","exchange_rates","num_obs"
"942","2018-11-01","Sa'ada","YE22","Ghamr","YE2204",590,590,150,150,138.6666667,130,650,700,550,3
"943","2018-11-01","Sa'ada","YE22","Razih","YE2205",580,580,150,150,128,150,600,800,550,3
"944","2018-11-01","Sa'ada","YE22","Saqayn","YE2209",575,600,177.5,60,134,120,575,575,530,6
"945","2018-11-01","Sa'ada","YE22","Sahar","YE2211",500,530,150,300,160,100,650,1500,540,3
"946","2018-11-01","Sa'ada","YE22","Sa'adah","YE2215",575,600,150,100,160,150,600,1000,550,9
"947","2018-11-01","Sana'a","YE23","Hamdan","YE2301",575,580,130,80,160,135,630,1050,540,6
"948","2018-11-01","Sana'a","YE23","Arhab","YE2302",575,590,145,120,160,125,625,1375,540,6
"949","2018-11-01","Sana'a","YE23","Bani Hushaysh","YE2304",575,580,130,100,160,125,600,1050,530,6
"950","2018-11-01","Sana'a","YE23","Sanhan","YE2305",500,530,110,100,96,100,610,1400,546,6
"951","2018-11-01","Sana'a","YE23","Bani Matar","YE2307",500,530,115,100,100,115,600,900,545,6
"952","2018-11-01","Sana'a","YE23","Khwlan","YE2312",500,530,110,300,170.6666667,120,570,2100,510,3
"953","2018-11-01","Sana'a","YE23","Jihanah","YE2316",575,580,140,80,150,130,470,1500,540,3
"954","2018-11-01","Aden","YE24","Al Buraiqeh","YE2404",390,460,150,150,171.4285714,181.8181818,600,1000,550,5
"955","2018-11-01","Aden","YE24","Khur Maksar","YE2408",390,NA,150,45,171.4285714,150,625,5000,550,10
"956","2018-11-01","Lahj","YE25","Al Milah","YE2508",450,390,150,NA,171.4285714,63.63636364,500,1500,545,3
"957","2018-11-01","Lahj","YE25","Tuban","YE2515",440,440,150,50,171.4285714,118.1818182,400,2000,540,8
"958","2018-11-01","Amran","YE29","Amran","YE2915",500,530,130,300,137.1428571,109.0909091,650,1800,540,10
"959","2018-11-01","Al Dhale'e","YE30","Ad Dhale'e","YE3006",382.5,367.5,150,100,100,100,550,2500,550,9
"960","2018-11-01","Raymah","YE31","Bilad At Ta'am","YE3101",600,530,150,550,128,118.1818182,500,3000,540,3
"961","2018-11-01","Raymah","YE31","As Salafiyah","YE3102",590,600,150,NA,104,95.74468085,500,NA,NA,3
"962","2018-11-01","Socotra","YE32","Hidaybu","YE3201",300,440,140,NA,120,140,700,1200,530,3
"963","2018-10-01","Ibb","YE11","Yarim","YE1102",575,580,120,200,150,109.0909091,600,2000,735,3
"964","2018-10-01","Ibb","YE11","Dhi As Sufal","YE1116",600,580,150,200,170,109.0909091,450,2500,735,3
"965","2018-10-01","Ibb","YE11","Al Mashannah","YE1118",575,580,150,200,150,118.1818182,600,2300,735,3
"966","2018-10-01","Ibb","YE11","Al Dhihar","YE1119",575,580,150,200,150,109.0909091,450,2300,740,3
"967","2018-10-01","Abyan","YE12","Khanfir","YE1211",550,550,150,100,130,94,600,2000,750,18
"968","2018-10-01","Sana'a City","YE13","Old City","YE1301",NA,NA,150,250,150,100,625,NA,NA,10
"969","2018-10-01","Sana'a City","YE13","Shu'aub","YE1302",575,580,100,80,130,100,500,1333,750,8
"970","2018-10-01","Sana'a City","YE13","Az'zal","YE1303",575,580,100,80,119,100,550,1358.5,750,8
"971","2018-10-01","Sana'a City","YE13","Assafi'yah","YE1304",575,580,130,85,125,100,500,1333,750,13
"972","2018-10-01","Sana'a City","YE13","As Sabain","YE1305",575,580,150,120,140,130,490,1333,757,3
"973","2018-10-01","Sana'a City","YE13","Al Wahdah","YE1306",575,580,110,75,145,100,500,1500,750,11
"974","2018-10-01","Sana'a City","YE13","At Tahrir","YE1307",575,590,165,150,160,130,750,2000,740,2
"975","2018-10-01","Sana'a City","YE13","Ma'ain","YE1308",575,580,150,250,150,100,700,2857,751,13
"976","2018-10-01","Sana'a City","YE13","Ath'thaorah","YE1309",575,580,150,250,150,100,650,1950,NA,13
"977","2018-10-01","Sana'a City","YE13","Bani Al Harith","YE1310",575,580,150,250,150,100,650,2000,NA,8
"978","2018-10-01","Al Bayda","YE14","Rada'","YE1413",950,1000,200,300,200,195,725,2350,NA,6
"979","2018-10-01","Taizz","YE15","Dhubab","YE1506",620,500,140,140,150,135,650,NA,740,3
"980","2018-10-01","Taizz","YE15","Jabal Habashy","YE1508",630,620,165,NA,155,152.5,750,2750,750,2
"981","2018-10-01","Taizz","YE15","Ash Shamayatayn","YE1514",625,625,150,150,150,150,675,NA,750,3
"982","2018-10-01","Taizz","YE15","Al Wazi'iyah","YE1515",707.5,700,135,175,127.5,185,700,2850,740,2
"983","2018-10-01","Taizz","YE15","Al Ma'afer","YE1521",575,550,150,NA,200,140,575,2450,730,4
"984","2018-10-01","Taizz","YE15","Al Mawasit","YE1522",700,700,200,200,300,340,670,915,750,4
"985","2018-10-01","Al Jawf","YE16","Bart Al Anan","YE1610",750,700,170,1166.666667,260,170,291.6666667,1700,750,3
"986","2018-10-01","Hajjah","YE17","Abs","YE1704",700,625,150,125,170,150,500,1750,740,7
"987","2018-10-01","Hajjah","YE17","Aslem","YE1712",720,600,150,100,200,200,400,2000,700,3
"988","2018-10-01","Hajjah","YE17","Qafl Shamer","YE1713",650,630,125,75,150,130,650,3000,730,3
"989","2018-10-01","Hajjah","YE17","Al Mahabishah","YE1715",700,680,150,100,200,127.2727273,450,4500,740,3
"990","2018-10-01","Hajjah","YE17","Ku'aydinah","YE1722",700,650,150,125,160,127.2727273,650,2000,690,9
"991","2018-10-01","Hajjah","YE17","Bani Qa'is","YE1724",800,825,150,NA,150,100.000000005,500,1500,705,6
"992","2018-10-01","Hajjah","YE17","Najrah","YE1726",575,580,120,NA,150,110,600,3000,705,9
"993","2018-10-01","Hajjah","YE17","Hajjah","YE1729",675,600,NA,NA,NA,NA,NA,4000,690,3
"994","2018-10-01","Al Hudaydah","YE18","Az Zuhrah","YE1801",720,625,150,100,200,200,400,1500,710,3
"995","2018-10-01","Al Hudaydah","YE18","Alluheyah","YE1802",650,620,150,75,150,150,650,2500,730,3
"996","2018-10-01","Al Hudaydah","YE18","Al Qanawis","YE1806",700,635,150,100,150,150,700,3000,740,3
"997","2018-10-01","Al Hudaydah","YE18","Az Zaydiyah","YE1807",640,620,180,90,150,127.2727273,320,1000,745,9
"998","2018-10-01","Al Hudaydah","YE18","Bajil","YE1810",575,580,200,70,150,154.5454545,600,500,745,12
"999","2018-10-01","Al Hudaydah","YE18","Al Hawak","YE1821",600,650,150,1250,150,120,450,277,750,3
"1000","2018-10-01","Al Hudaydah","YE18","Zabid","YE1824",849,649,150,NA,150,140,450,NA,735,3
"1001","2018-10-01","Dhamar","YE20","Wusab As Safil","YE2007",700,680,160,500,130,140,590,6500,751.5,10
"1002","2018-10-01","Dhamar","YE20","Dhamar City","YE2008",575,580,100,400,160,135,650,2400,790,3
"1003","2018-10-01","Sa'ada","YE22","Monabbih","YE2203",550,580,120,NA,180,160,650,1300,750,3
"1004","2018-10-01","Sa'ada","YE22","Ghamr","YE2204",575,580,130,NA,180,150,600,1200,750,3
"1005","2018-10-01","Sa'ada","YE22","Razih","YE2205",580,580,150,150,170,150,600,1200,750,3
"1006","2018-10-01","Sa'ada","YE22","Saqayn","YE2209",600,600,200,200,200,200,675,5250,740,6
"1007","2018-10-01","Sa'ada","YE22","Sahar","YE2211",625,625,150,1000,250,170,270.8333333,1800,750,10
"1008","2018-10-01","Sa'ada","YE22","Sa'adah","YE2215",625,600,150,275,180,160,575,1500,750,8
"1009","2018-10-01","Sana'a","YE23","Bani Hushaysh","YE2304",575,615,150,160,150,125,690,1250,750,6
"1010","2018-10-01","Sana'a","YE23","Sanhan","YE2305",595,600,150,125,185,150,700,1350,749.5,6
"1011","2018-10-01","Sana'a","YE23","Bani Matar","YE2307",675,700,145,160,190,165,675,1000,750,6
"1012","2018-10-01","Sana'a","YE23","Khwlan","YE2312",575,580,110,NA,170,120,650,2600,780,3
"1013","2018-10-01","Sana'a","YE23","Jihanah","YE2316",575,580,135,120,140,120,470,1333,757,3
"1014","2018-10-01","Aden","YE24","Al Buraiqeh","YE2404",390,400,150,150,150,181.8181818,650,6000,740,17
"1015","2018-10-01","Aden","YE24","Khur Maksar","YE2408",390,NA,160,175,150,163.6363636,650,5000,740,8
"1016","2018-10-01","Lahj","YE25","Al Milah","YE2508",525,525,150,NA,130,63.63636364,450,1500,740,3
"1017","2018-10-01","Lahj","YE25","Tuban","YE2515",390,525,200,175,160,136.3636364,700,200,740,13
"1018","2018-10-01","Amran","YE29","Amran","YE2915",575,585,150,125,150,109.0909091,650,1500,740,3
"1019","2018-10-01","Al Dhale'e","YE30","Ad Dhale'e","YE3006",520,525,150,580,275,125,650,3250,743.5,4
"1020","2018-10-01","Socotra","YE32","Hidaybu","YE3201",300,400,140,NA,150,140,700,1200,740,3
"1021","2018-09-01","Ibb","YE11","Yarim","YE1102",625,600,100,250,266.666666666667,90.9090909090909,400,2500,635,3
"1022","2018-09-01","Ibb","YE11","Dhi As Sufal","YE1116",675,625,150,150,333.333333333333,90.9090909090909,400,2500,635,3
"1023","2018-09-01","Ibb","YE11","Al Mashannah","YE1118",NA,450,150,200,173.333333333333,90.9090909090909,500,3000,630,3
"1024","2018-09-01","Ibb","YE11","Al Dhihar","YE1119",NA,450,150,200,173.333333333333,90.9090909090909,400,3000,630,3
"1025","2018-09-01","Sana'a City","YE13","Old City","YE1301",NA,NA,150,125,116,NA,460,NA,NA,4
"1026","2018-09-01","Sana'a City","YE13","Shu'aub","YE1302",575,580,95,80,104,NA,450,1400,700,14
"1027","2018-09-01","Sana'a City","YE13","Az'zal","YE1303",575,580,100,80,88,NA,400,1285,700,13
"1028","2018-09-01","Sana'a City","YE13","Assafi'yah","YE1304",575,580,100,80,92,NA,450,1333,700,13
"1029","2018-09-01","Sana'a City","YE13","As Sabain","YE1305",675,550,150,120,187.5,NA,480,1606.5,650,6
"1030","2018-09-01","Sana'a City","YE13","Al Wahdah","YE1306",575,580,110,80,116,100,475,1500,700,13
"1031","2018-09-01","Sana'a City","YE13","Ma'ain","YE1308",575,587.5,130,130,104,NA,450,NA,700,8
"1032","2018-09-01","Sana'a City","YE13","Ath'thaorah","YE1309",750,900,120,150,150,NA,500,NA,800,3
"1033","2018-09-01","Sana'a City","YE13","Bani Al Harith","YE1310",700,625,125,140,166.666666666667,NA,700,1250,685,11
"1034","2018-09-01","Al Bayda","YE14","Rada'","YE1413",785,875,145,237.5,180,NA,625,1200,692.5,6
"1035","2018-09-01","Taizz","YE15","Dhubab","YE1506",620,500,160,140,155,NA,615,2000,650,3
"1036","2018-09-01","Taizz","YE15","Jabal Habashy","YE1508",650,580,150,NA,125,NA,640,2500,656,3
"1037","2018-09-01","Taizz","YE15","Ash Shamayatayn","YE1514",550,550,140,NA,150,NA,500,2000,640,4
"1038","2018-09-01","Taizz","YE15","Al Wazi'iyah","YE1515",685,685,130,150,125,NA,600,2700,635,3
"1039","2018-09-01","Taizz","YE15","Al Ma'afer","YE1521",580,548.5,145,200,160.714285714286,90.9090909090909,500,1400,690,13
"1040","2018-09-01","Taizz","YE15","Al Mawasit","YE1522",570,520,150,135,171.428571428572,113.636363636363,500,2000,690,7
"1041","2018-09-01","Hajjah","YE17","Abs","YE1704",620,650,170,170,140,NA,560,2200,650,3
"1042","2018-09-01","Hajjah","YE17","Qafl Shamer","YE1713",700,600,150,150,160,NA,700,6000,605,3
"1043","2018-09-01","Hajjah","YE17","Al Mahabishah","YE1715",650,550,150,120,186.666666666667,NA,650,6000,600,3
"1044","2018-09-01","Hajjah","YE17","Ku'aydinah","YE1722",900,850,150,125,242.857142857143,109.090909090909,600,NA,690,11
"1045","2018-09-01","Hajjah","YE17","Bani Qa'is","YE1724",737.5,625,150,NA,171.428571428571,90.9090909090909,450,2250,690,12
"1046","2018-09-01","Al Hudaydah","YE18","Alluheyah","YE1802",650,600,150,120,226.666666666667,NA,700,4000,615,3
"1047","2018-09-01","Al Hudaydah","YE18","Al Qanawis","YE1806",650,610,150,150,200,NA,650,2000,620,3
"1048","2018-09-01","Al Hudaydah","YE18","Az Zaydiyah","YE1807",700,550,150,200,171.428571428571,100,335,1000,700,9
"1049","2018-09-01","Al Hudaydah","YE18","Bajil","YE1810",675,550,150,135,171.428571428571,113.636363636363,350,500,700,10
"1050","2018-09-01","Al Hudaydah","YE18","Al Hawak","YE1821",NA,NA,150,80,150,NA,500,NA,NA,6
"1051","2018-09-01","Al Hudaydah","YE18","Al Mina","YE1822",NA,NA,150,80,130,NA,500,3500,NA,6
"1052","2018-09-01","Al Hudaydah","YE18","Al Hali","YE1823",750,650,110,85,130,NA,500,2000,670,7
"1053","2018-09-01","Dhamar","YE20","Wusab As Safil","YE2007",687.475,593.75,130,220,150,NA,490,6000,670,16
"1054","2018-09-01","Sa'ada","YE22","Monabbih","YE2203",NA,NA,150,NA,193.333333333333,NA,550,1000,640,3
"1055","2018-09-01","Sa'ada","YE22","Razih","YE2205",NA,NA,100,NA,187.5,NA,550,1000,640,3
"1056","2018-09-01","Sa'ada","YE22","Sa'adah","YE2215",NA,NA,130,100,200,NA,600,1000,640,3
"1057","2018-09-01","Sana'a","YE23","Hamdan","YE2301",700,650,122.5,130,160,NA,710,1000,700,6
"1058","2018-09-01","Sana'a","YE23","Arhab","YE2302",750,625,125,165,170,NA,725,1350,720,6
"1059","2018-09-01","Sana'a","YE23","Bani Hushaysh","YE2304",725,650,130,160,176.666666666667,NA,760,1325,700,6
"1060","2018-09-01","Sana'a","YE23","Sanhan","YE2305",720,750,127.5,145,140,NA,600,1200,750,6
"1061","2018-09-01","Sana'a","YE23","Bani Matar","YE2307",720,750,130,130,110,NA,600,1000,750,5
"1062","2018-09-01","Sana'a","YE23","Khwlan","YE2312",800,1000,130,NA,150,NA,500,NA,810,3
"1063","2018-09-01","Sana'a","YE23","Jihanah","YE2316",625,625,120,110,125,NA,410,1666,650,3
"1064","2018-09-01","Aden","YE24","Al Buraiqeh","YE2404",450,450,120,125,214.285714285714,136.363636363636,600,5000,700,15
"1065","2018-09-01","Aden","YE24","Khur Maksar","YE2408",NA,NA,150,150,185.714285714286,136.363636363636,550,5000,700,9
"1066","2018-09-01","Lahj","YE25","Al Milah","YE2508",470,450,150,NA,171.428571428571,63.6363636363636,450,NA,700,3
"1067","2018-09-01","Lahj","YE25","Tuban","YE2515",522.5,450,50,150,200,90.9090909090909,600,250,700,13
"1068","2018-09-01","Al Dhale'e","YE30","Al Husha","YE3009",600,575,150,NA,187.5,NA,1000,6000,635,9
"1069","2018-09-01","Raymah","YE31","Bilad At Ta'am","YE3101",750,650,150,NA,400,160,600,3000,NA,11
"1070","2018-09-01","Socotra","YE32","Hidaybu","YE3201",230,230,140,NA,145,NA,610,1200,680,3
"1071","2018-08-01","Ibb","YE11","Yarim","YE1102",430,410,100,180,200,72.7272727272727,450,2000,NA,3
"1072","2018-08-01","Ibb","YE11","Dhi As Sufal","YE1116",425,400,120,200,200,80,400,2200,NA,3
"1073","2018-08-01","Ibb","YE11","Al Mashannah","YE1118",425,400,120,200,200,90.9090909090909,500,2000,NA,3
"1074","2018-08-01","Ibb","YE11","Al Dhihar","YE1119",425,400,120,240,200,80,500,2000,NA,3
"1075","2018-08-01","Sana'a City","YE13","Old City","YE1301",NA,NA,100,120,88,70,445,NA,NA,4
"1076","2018-08-01","Sana'a City","YE13","Shu'aub","YE1302",400,375,90,50,100,77.5,450,916,NA,13
"1077","2018-08-01","Sana'a City","YE13","Az'zal","YE1303",400,375,95,75,80,85,385,1166,NA,13
"1078","2018-08-01","Sana'a City","YE13","Assafi'yah","YE1304",400,375,95,50,88,95,400,1166,NA,13
"1079","2018-08-01","Sana'a City","YE13","As Sabain","YE1305",450,410,140,80,150,120,380,1153,NA,3
"1080","2018-08-01","Sana'a City","YE13","Al Wahdah","YE1306",400,375,90,50,104,100,450,1375,NA,13
"1081","2018-08-01","Sana'a City","YE13","Ma'ain","YE1308",400,375,80,120,80,77,450,2250,NA,11
"1082","2018-08-01","Sana'a City","YE13","Ath'thaorah","YE1309",425,475,90,120,88,80,440,1900,NA,12
"1083","2018-08-01","Sana'a City","YE13","Bani Al Harith","YE1310",400,375,100,100,133.333333333333,90,400,1100,NA,15
"1084","2018-08-01","Al Bayda","YE14","Rada'","YE1413",427.5,427.5,150,125,150,120,600,1700,NA,6
"1085","2018-08-01","Taizz","YE15","As Silw","YE1513",410,410,130,100,115,90,600,1200,NA,5
"1086","2018-08-01","Taizz","YE15","Ash Shamayatayn","YE1514",522.5,475,140,NA,145,125,625,1600,NA,4
"1087","2018-08-01","Taizz","YE15","Al Wazi'iyah","YE1515",420,420,100,100,115,110,450,1300,NA,2
"1088","2018-08-01","Taizz","YE15","Al Ma'afer","YE1521",417.5,410,110,100,131.25,68.1818181818182,600,1000,NA,5
"1089","2018-08-01","Taizz","YE15","Al Mawasit","YE1522",405,405,100,130,125,227.272727272727,450,1166,NA,4
"1090","2018-08-01","Al Jawf","YE16","Bart Al Anan","YE1610",360,390,130,130,328.571428571429,80,NA,1250,NA,1
"1091","2018-08-01","Hajjah","YE17","Abs","YE1704",432.5,440,120,80,120,90,500,1250,NA,4
"1092","2018-08-01","Hajjah","YE17","Qafl Shamer","YE1713",450,450,100,50,200,110,500,2400,NA,6
"1093","2018-08-01","Hajjah","YE17","Al Mahabishah","YE1715",440,450,100,100,166.666666666667,100,500,3000,NA,6
"1094","2018-08-01","Hajjah","YE17","Ku'aydinah","YE1722",437.5,440,120,NA,125,78.7878787878788,375,1200,NA,11
"1095","2018-08-01","Hajjah","YE17","Bani Qa'is","YE1724",425,435,120,120,125,52.6315789473684,350,1500,NA,10
"1096","2018-08-01","Hajjah","YE17","Hajjah","YE1729",435,440,NA,NA,NA,NA,NA,NA,NA,1
"1097","2018-08-01","Al Hudaydah","YE18","Alluheyah","YE1802",450,450,120,50,200,110,450,1800,NA,6
"1098","2018-08-01","Al Hudaydah","YE18","Al Qanawis","YE1806",400,400,135,120,226.666666666667,100,500,1500,NA,3
"1099","2018-08-01","Al Hudaydah","YE18","Az Zaydiyah","YE1807",415,435,130,200,150,100,240,1000,NA,7
"1100","2018-08-01","Al Hudaydah","YE18","Bajil","YE1810",415,440,150,100,131.25,109.090909090909,355,500,NA,10
"1101","2018-08-01","Al Hudaydah","YE18","Al Hawak","YE1821",NA,NA,90,50,100,90,450,NA,NA,1
"1102","2018-08-01","Al Hudaydah","YE18","Al Mina","YE1822",NA,NA,120,50,100,60,450,NA,NA,1
"1103","2018-08-01","Al Hudaydah","YE18","Al Hali","YE1823",NA,NA,100,NA,100,110,400,NA,NA,2
"1104","2018-08-01","Dhamar","YE20","Wusab As Safil","YE2007",410,410,110,90,125,90,370,3500,NA,10
"1105","2018-08-01","Sa'ada","YE22","Monabbih","YE2203",500,450,150,NA,200,150,500,1000,NA,3
"1106","2018-08-01","Sa'ada","YE22","Ghamr","YE2204",450,400,110,NA,200,135,500,800,NA,2
"1107","2018-08-01","Sa'ada","YE22","Razih","YE2205",450,400,100,NA,160,150,450,1000,NA,3
"1108","2018-08-01","Sa'ada","YE22","Sahar","YE2211",445,445,140,130,318.571428571429,128.571428571428,430,1300,NA,1
"1109","2018-08-01","Sa'ada","YE22","Sa'adah","YE2215",450,400,100,100,160,120,450,750,NA,4
"1110","2018-08-01","Sana'a","YE23","Hamdan","YE2301",405,377.5,100,75,146.666666666667,100,445,825,NA,6
"1111","2018-08-01","Sana'a","YE23","Arhab","YE2302",410,380,110,100,153.333333333333,110,450,1350,NA,6
"1112","2018-08-01","Sana'a","YE23","Bani Hushaysh","YE2304",405,380,100,85,153.333333333333,100,450,1125,NA,6
"1113","2018-08-01","Sana'a","YE23","Sanhan","YE2305",400,450,120,100,135,55,400,1200,NA,6
"1114","2018-08-01","Sana'a","YE23","Bani Matar","YE2307",400,450,120,100,122.5,85,450,1100,NA,6
"1115","2018-08-01","Sana'a","YE23","Khwlan","YE2312",450,500,120,NA,214.285714285714,120,470,2600,NA,3
"1116","2018-08-01","Sana'a","YE23","Jihanah","YE2316",400,375,100,80,125,100,380,1666,NA,3
"1117","2018-08-01","Aden","YE24","Ash Shaikh Outhman","YE2402",NA,NA,100,100,125,90.9090909090909,450,NA,NA,1
"1118","2018-08-01","Aden","YE24","Al Buraiqeh","YE2404",330,310,100,200,125,109.090909090909,450,3050,NA,11
"1119","2018-08-01","Aden","YE24","Khur Maksar","YE2408",330,330,120,250,125,113.636363636363,250,5000,NA,11
"1120","2018-08-01","Lahj","YE25","Tuban","YE2515",365,370,50,300,187.5,72.7272727272727,400,750,NA,9
"1121","2018-08-01","Al Dhale'e","YE30","Qa'atabah","YE3003",380,385,130,375,125,100,350,1700,NA,8
"1122","2018-08-01","Al Dhale'e","YE30","Ad Dhale'e","YE3006",375,375,120,250,150,150,500,NA,NA,1
"1123","2018-08-01","Al Dhale'e","YE30","Al Husha","YE3009",430,420,120,66.6666666666666,125,80,800,1000,NA,9
"1124","2018-08-01","Raymah","YE31","Bilad At Ta'am","YE3101",450,425,120,300,150,100,475,6000,NA,9
"1125","2018-08-01","Socotra","YE32","Hidaybu","YE3201",230,230,115,NA,125,115,600,1150,NA,2
"1126","2018-07-01","Ibb","YE11","Yarim","YE1102",375,370,60,170,133.333333333333,60,400,1500,NA,3
"1127","2018-07-01","Ibb","YE11","Dhi As Sufal","YE1116",380,385,100,180,125,80,350,2000,NA,3
"1128","2018-07-01","Ibb","YE11","Al Mashannah","YE1118",375,375,100,200,125,60,350,2000,NA,3
"1129","2018-07-01","Ibb","YE11","Al Dhihar","YE1119",375,375,100,200,133.333333333333,80,400,1800,NA,3
"1130","2018-07-01","Sana'a City","YE13","Old City","YE1301",NA,NA,90,120,80,75,425,500,NA,6
"1131","2018-07-01","Sana'a City","YE13","Shu'aub","YE1302",375,375,82.5,45,88,77.5,400,750,NA,15
"1132","2018-07-01","Sana'a City","YE13","Az'zal","YE1303",375,375,77.5,45,74,68.5,360,1000,NA,15
"1133","2018-07-01","Sana'a City","YE13","Assafi'yah","YE1304",375,375,82.5,50,88,95,337.5,833,NA,15
"1134","2018-07-01","Sana'a City","YE13","As Sabain","YE1305",375,375,100,80,100,70,370,1000,NA,5
"1135","2018-07-01","Sana'a City","YE13","Al Wahdah","YE1306",375,375,76,65,96,82.5,396.5,1125,NA,15
"1136","2018-07-01","Sana'a City","YE13","At Tahrir","YE1307",375,375,120,50,100,70,550,1200,NA,1
"1137","2018-07-01","Sana'a City","YE13","Ma'ain","YE1308",375,375,70,50,80,70,390,900,NA,14
"1138","2018-07-01","Sana'a City","YE13","Ath'thaorah","YE1309",375,375,80,120,80,70,400,1200,NA,13
"1139","2018-07-01","Sana'a City","YE13","Bani Al Harith","YE1310",375,375,77.5,105,92,70,400,1000,NA,15
"1140","2018-07-01","Al Bayda","YE14","Rada'","YE1413",370,355,100,80,120,90,450,1500,NA,7
"1141","2018-07-01","Taizz","YE15","Jabal Habashy","YE1508",360,360,100,NA,100,70,565,1000,NA,2
"1142","2018-07-01","Taizz","YE15","Ash Shamayatayn","YE1514",387.5,387.5,100,NA,110,80,525,NA,NA,2
"1143","2018-07-01","Taizz","YE15","Salh","YE1519",375,375,100,90,100,70,450,1050,NA,2
"1144","2018-07-01","Taizz","YE15","Al Ma'afer","YE1521",395,395,100,NA,142.857142857143,118.181818181818,400,900,NA,13
"1145","2018-07-01","Taizz","YE15","Al Mawasit","YE1522",390,390,80,200,142.857142857143,118.181818181818,400,2000,NA,12
"1146","2018-07-01","Al Jawf","YE16","Bart Al Anan","YE1610",250,345,100,NA,378.571428571429,121.428571428571,NA,1200,NA,4
"1147","2018-07-01","Hajjah","YE17","Qafl Shamer","YE1713",375,375,100,150,48,41.4285714285714,225,1500,NA,3
"1148","2018-07-01","Hajjah","YE17","Al Mahabishah","YE1715",385,375,80,55,100,100,400,5500,NA,6
"1149","2018-07-01","Hajjah","YE17","Ku'aydinah","YE1722",375,375,100,NA,142.857142857143,90.9090909090909,350,1550,NA,10
"1150","2018-07-01","Hajjah","YE17","Bani Qa'is","YE1724",375,375,100,NA,142.857142857143,76.3636363636363,400,1450,NA,10
"1151","2018-07-01","Hajjah","YE17","Ash Shaghadirah","YE1725",NA,NA,100,NA,133.333333333333,100,400,5000,NA,3
"1152","2018-07-01","Hajjah","YE17","Najrah","YE1726",375,380,100,NA,133.333333333333,100,400,3000,NA,3
"1153","2018-07-01","Al Hudaydah","YE18","Alluheyah","YE1802",390,380,100,50,150,50,NA,1500,NA,1
"1154","2018-07-01","Al Hudaydah","YE18","Al Qanawis","YE1806",380,380,150,152.5,107,135.064935064935,540,1500,NA,4
"1155","2018-07-01","Al Hudaydah","YE18","Az Zaydiyah","YE1807",370,370,120,72.5,164.285714285714,90,240,1350,NA,10
"1156","2018-07-01","Al Hudaydah","YE18","Bajil","YE1810",375,375,120,50,142.857142857143,100,350,550,NA,9
"1157","2018-07-01","Sa'ada","YE22","Ghamr","YE2204",375,375,100,NA,150,100,450,300,NA,1
"1158","2018-07-01","Sa'ada","YE22","Razih","YE2205",375,375,100,NA,156.25,110,450,500,NA,2
"1159","2018-07-01","Sa'ada","YE22","Haydan","YE2208",375,375,95,NA,125,100,450,650,NA,4
"1160","2018-07-01","Sa'ada","YE22","Sahar","YE2211",375,380,100,75,321.428571428571,114.285714285714,425,850,NA,7
"1161","2018-07-01","Sa'ada","YE22","Sa'adah","YE2215",375,375,95,90,219.642857142857,98.5714285714285,400,800,NA,8
"1162","2018-07-01","Sana'a","YE23","Hamdan","YE2301",375,375,80,60,126.666666666667,77.5,400,750,NA,6
"1163","2018-07-01","Sana'a","YE23","Arhab","YE2302",380,377.5,95,120,133.333333333333,80,400,1250,NA,6
"1164","2018-07-01","Sana'a","YE23","Bani Hushaysh","YE2304",375,375,77.5,100,133.333333333333,80,400,1050,NA,6
"1165","2018-07-01","Sana'a","YE23","Sanhan","YE2305",375,375,100,100,110,70,375,1000,NA,6
"1166","2018-07-01","Sana'a","YE23","Bani Matar","YE2307",375,375,100,100,120,80,400,750,NA,7
"1167","2018-07-01","Sana'a","YE23","Khwlan","YE2312",375,400,100,NA,200,95,380,2200,NA,3
"1168","2018-07-01","Sana'a","YE23","Jihanah","YE2316",375,375,80,80,87.5,80,370,1000,NA,3
"1169","2018-07-01","Aden","YE24","Khur Maksar","YE2408",360,NA,100,275,142.857142857143,119.545454545455,290,5000,NA,12
"1170","2018-07-01","Lahj","YE25","Al Milah","YE2508",350,325,100,NA,142.857142857143,118.181818181818,400,NA,NA,2
"1171","2018-07-01","Lahj","YE25","Tuban","YE2515",330,360,125,100,142.857142857143,124.090909090909,300,750,NA,11
"1172","2018-07-01","Al Dhale'e","YE30","Qa'atabah","YE3003",350,355,120,200,100,50,475,2000,NA,4
"1173","2018-07-01","Al Dhale'e","YE30","Ad Dhale'e","YE3006",350,360,120,225,100,70,450,2275,NA,7
"1174","2018-07-01","Socotra","YE32","Hidaybu","YE3201",230,235,100,NA,100,70,450,1000,NA,1
"1175","2018-06-01","Ibb","YE11","Yarim","YE1102",370,370,60,NA,100,60,400,1500,NA,3
"1176","2018-06-01","Ibb","YE11","Ba'dan","YE1113",380,390,100,NA,120,100,380,1500,NA,3
"1177","2018-06-01","Ibb","YE11","Dhi As Sufal","YE1116",370,365,100,100,120,70,350,2000,NA,3
"1178","2018-06-01","Ibb","YE11","Al Mashannah","YE1118",375,375,100,NA,120,80,350,2000,NA,3
"1179","2018-06-01","Ibb","YE11","Al Dhihar","YE1119",375,375,100,NA,120,60,350,2000,NA,3
"1180","2018-06-01","Sana'a City","YE13","Old City","YE1301",NA,NA,100,100,110,65,440,NA,NA,7
