"","date","government_name","government_ID","district_name","district_ID","petrol","diesel","bottled_water","treated_water","soap","laundry_powder","sanitary_napkins","cost_cubic_meter","exchange_rates","num_obs"
"1159","2018-04-01","Al Dhale'e","YE30","Al Husha","YE3009",362.5,320,100,NA,100,100,475,NA,NA,2
"1160","2018-04-01","Socotra","YE32","Hidaybu","YE3201",235,230,100,NA,100,70,400,NA,NA,1
"1161",NA,NA,NA,NA,"YE1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1162",NA,NA,NA,NA,"YE1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1163",NA,NA,NA,NA,"YE1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1164",NA,NA,NA,NA,"YE1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1165",NA,NA,NA,NA,"YE1801",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1166",NA,NA,NA,NA,"YE1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1167",NA,NA,NA,NA,"YE1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1168",NA,NA,NA,NA,"YE1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1169",NA,NA,NA,NA,"YE2404",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1170",NA,NA,NA,NA,"YE3006",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1171",NA,NA,NA,NA,"YE1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1172",NA,NA,NA,NA,"YE2611",NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"1173",NA,NA,NA,NA,"YE2918",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1174",NA,NA,NA,NA,"YE1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1175",NA,NA,NA,NA,"YE1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1176",NA,NA,NA,NA,"YE1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1177",NA,NA,NA,NA,"YE1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1178",NA,NA,NA,NA,"YE1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1179",NA,NA,NA,NA,"YE1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1180",NA,NA,NA,NA,"YE1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1181",NA,NA,NA,NA,"YE1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1182",NA,NA,NA,NA,"YE1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1183",NA,NA,NA,NA,"YE1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1184",NA,NA,NA,NA,"YE1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1185",NA,NA,NA,NA,"YE2208",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1186",NA,NA,NA,NA,"YE2407",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1187",NA,NA,NA,NA,"YE2613",NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"1188",NA,NA,NA,NA,"YE1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1189",NA,NA,NA,NA,"YE2607",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1190",NA,NA,NA,NA,"YE2609",NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"1191",NA,NA,NA,NA,"YE1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1192",NA,NA,NA,NA,"YE1728",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1193",NA,NA,NA,NA,"YE2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1194",NA,NA,NA,NA,"YE2512",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1195",NA,NA,NA,NA,"YE2918",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1196",NA,NA,NA,NA,"YE1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1197",NA,NA,NA,NA,"YE1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1198",NA,NA,NA,NA,"YE1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1199",NA,NA,NA,NA,"YE1514",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1200",NA,NA,NA,NA,"YE1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1201",NA,NA,NA,NA,"YE1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1202",NA,NA,NA,NA,"YE1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1203",NA,NA,NA,NA,"YE1605",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1204",NA,NA,NA,NA,"YE1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1205",NA,NA,NA,NA,"YE1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1206",NA,NA,NA,NA,"YE1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1207",NA,NA,NA,NA,"YE1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1208",NA,NA,NA,NA,"YE2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1209",NA,NA,NA,NA,"YE2113",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1210",NA,NA,NA,NA,"YE2114",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1211",NA,NA,NA,NA,"YE2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1212",NA,NA,NA,NA,"YE2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1213",NA,NA,NA,NA,"YE2407",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1214",NA,NA,NA,NA,"YE2514",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1215",NA,NA,NA,NA,"YE1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1216",NA,NA,NA,NA,"YE1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1217",NA,NA,NA,NA,"YE1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1218",NA,NA,NA,NA,"YE1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1219",NA,NA,NA,NA,"YE2613",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1220",NA,NA,NA,NA,"YE1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1221",NA,NA,NA,NA,"YE1510",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1222",NA,NA,NA,NA,"YE1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1223",NA,NA,NA,NA,"YE1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1224",NA,NA,NA,NA,"YE1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1225",NA,NA,NA,NA,"YE1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1226",NA,NA,NA,NA,"YE1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1227",NA,NA,NA,NA,"YE2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1228",NA,NA,NA,NA,"YE2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1229",NA,NA,NA,NA,"YE2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1230",NA,NA,NA,NA,"YE2208",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1231",NA,NA,NA,NA,"YE2308",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1232",NA,NA,NA,NA,"YE2601",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1233",NA,NA,NA,NA,"YE2603",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1234",NA,NA,NA,NA,"YE2612",NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"1235",NA,NA,NA,NA,"YE1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1236",NA,NA,NA,NA,"YE2402",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1237",NA,NA,NA,NA,"YE2912",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1238",NA,NA,NA,NA,"YE2915",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1239",NA,NA,NA,NA,"YE1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1240",NA,NA,NA,NA,"YE1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1241",NA,NA,NA,NA,"YE1718",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1242",NA,NA,NA,NA,"YE1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1243",NA,NA,NA,NA,"YE1724",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1244",NA,NA,NA,NA,"YE1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1245",NA,NA,NA,NA,"YE1728",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1246",NA,NA,NA,NA,"YE1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1247",NA,NA,NA,NA,"YE1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1248",NA,NA,NA,NA,"YE1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1249",NA,NA,NA,NA,"YE2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1250",NA,NA,NA,NA,"YE2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1251",NA,NA,NA,NA,"YE2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1252",NA,NA,NA,NA,"YE2912",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1253",NA,NA,NA,NA,"YE2915",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1254",NA,NA,NA,NA,"YE1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1255",NA,NA,NA,NA,"YE1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"1256",NA,NA,NA,NA,"YE1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1257",NA,NA,NA,NA,"YE1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1258",NA,NA,NA,NA,"YE1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1259",NA,NA,NA,NA,"YE1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1260",NA,NA,NA,NA,"YE1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1261",NA,NA,NA,NA,"YE2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1262",NA,NA,NA,NA,"YE1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1263",NA,NA,NA,NA,"YE1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1264",NA,NA,NA,NA,"YE1205",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1265",NA,NA,NA,NA,"YE1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1266",NA,NA,NA,NA,"YE1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1267",NA,NA,NA,NA,"YE1505",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1268",NA,NA,NA,NA,"YE1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1269",NA,NA,NA,NA,"YE1512",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1270",NA,NA,NA,NA,"YE1517",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1271",NA,NA,NA,NA,"YE2307",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1272",NA,NA,NA,NA,"YE2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1273",NA,NA,NA,NA,"YE2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1274",NA,NA,NA,NA,"YE2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1275",NA,NA,NA,NA,"YE2305",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1276",NA,NA,NA,NA,"YE1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1277",NA,NA,NA,NA,"YE1518",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1278",NA,NA,NA,NA,"YE1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1279",NA,NA,NA,NA,"YE1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1280",NA,NA,NA,NA,"YE1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1281",NA,NA,NA,NA,"YE1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1282",NA,NA,NA,NA,"YE1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1283",NA,NA,NA,NA,"YE2113",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1284",NA,NA,NA,NA,"YE2114",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1285",NA,NA,NA,NA,"YE2912",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1286",NA,NA,NA,NA,"YE1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1287",NA,NA,NA,NA,"YE1507",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1288",NA,NA,NA,NA,"YE1519",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1289",NA,NA,NA,NA,"YE2303",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1290",NA,NA,NA,NA,"YE2918",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1291",NA,NA,NA,NA,"YE3003",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1292",NA,NA,NA,NA,"YE1509",NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"1293",NA,NA,NA,NA,"YE1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"1294",NA,NA,NA,NA,"YE1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1295",NA,NA,NA,NA,"YE1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1296",NA,NA,NA,NA,"YE2301",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1297",NA,NA,NA,NA,"YE2302",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1298",NA,NA,NA,NA,"YE3101",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1299",NA,NA,NA,NA,"YE3102",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1300",NA,NA,NA,NA,"YE1211",NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"1301",NA,NA,NA,NA,"YE1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1302",NA,NA,NA,NA,"YE1610",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1303",NA,NA,NA,NA,"YE1712",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1304",NA,NA,NA,NA,"YE1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1305",NA,NA,NA,NA,"YE1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1306",NA,NA,NA,NA,"YE1801",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1307",NA,NA,NA,NA,"YE1824",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1308",NA,NA,NA,NA,"YE2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1309",NA,NA,NA,NA,"YE2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1310",NA,NA,NA,NA,"YE2209",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1311",NA,NA,NA,NA,"YE2211",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1312",NA,NA,NA,NA,"YE2915",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1313",NA,NA,NA,NA,"YE3006",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1314",NA,NA,NA,NA,"YE1506",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1315",NA,NA,NA,NA,"YE1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1316",NA,NA,NA,NA,"YE2508",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1317",NA,NA,NA,NA,"YE1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1318",NA,NA,NA,NA,"YE1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1319",NA,NA,NA,NA,"YE1704",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1320",NA,NA,NA,NA,"YE1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1321",NA,NA,NA,NA,"YE1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1322",NA,NA,NA,NA,"YE1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1323",NA,NA,NA,NA,"YE1823",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1324",NA,NA,NA,NA,"YE2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1325",NA,NA,NA,NA,"YE2203",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1326",NA,NA,NA,NA,"YE2402",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1327",NA,NA,NA,NA,"YE2404",NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"1328",NA,NA,NA,NA,"YE3009",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1329",NA,NA,NA,NA,"YE3101",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1330",NA,NA,NA,NA,"YE1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1331",NA,NA,NA,NA,"YE1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1332",NA,NA,NA,NA,"YE1713",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1333",NA,NA,NA,NA,"YE1715",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1334",NA,NA,NA,NA,"YE1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1335",NA,NA,NA,NA,"YE1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1336",NA,NA,NA,NA,"YE2204",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1337",NA,NA,NA,NA,"YE2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1338",NA,NA,NA,NA,"YE2208",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1339",NA,NA,NA,NA,"YE1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1340",NA,NA,NA,NA,"YE1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1341",NA,NA,NA,NA,"YE1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1342",NA,NA,NA,NA,"YE2301",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1343",NA,NA,NA,NA,"YE2302",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1344",NA,NA,NA,NA,"YE2906",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1345",NA,NA,NA,NA,"YE1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1346",NA,NA,NA,NA,"YE1513",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1347",NA,NA,NA,NA,"YE1605",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1348",NA,NA,NA,NA,"YE1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1349",NA,NA,NA,NA,"YE2304",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1350",NA,NA,NA,NA,"YE2305",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1351",NA,NA,NA,NA,"YE2307",NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1352",NA,NA,NA,NA,"YE3004",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1353",NA,NA,NA,NA,"YE3006",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
